GROUP 0,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,0 VS 1,PrivTo0,PrivTo1,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,0 VS 2,PrivTo0,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 1,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,1 VS 2,PrivTo1,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 2,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,COMBINED,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,MRCA,PRIORS,Growth Rate 0,Event Growth 0,Event Size 1,Abstract 0,Abstract 1
,500,500,206,64.0476,0.998,0.182993,3.30986,6.09268,{0 0 4 5 12 28 46 93 107 190 282 300 337 339 375 371 359 413 482 497 533 623 624 726 815 943 1059 1282 1544 1795 2159 2366 2668 2898 2961 2856 2950 2827 2636 2420 2231 1992 1836 1642 1432 1287 1088 1031 893 792 710 644 561 475 393 298 209 162 136 91 93 133 167 252 350 424 539 587 627 719 761 716 657 583 479 395 349 252 202 173 206 297 448 696 987 1390 1876 2313 2832 3363 3710 4051 4329 4363 4458 4255 3774 3268 2798 2206 1783 1310 1002 678 417 285 147 97 60 28 21 10 4 1 1 },,500,32,61.9843,0.983377,0.991687,-0.00598837,,500,25,63.5169,0.979001,0.9895,-0.00121071,,32,32,159,60.6633,0.96875,0.173324,2.04906,1.49743,{0 0 0 1 2 0 0 5 1 5 2 0 1 0 1 4 2 1 1 1 2 6 7 7 11 12 7 12 19 19 8 14 12 5 4 5 10 5 2 3 8 1 1 3 8 3 3 1 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 6 0 2 7 2 3 2 2 3 5 2 0 0 1 0 0 1 0 0 1 6 8 15 18 16 24 18 18 23 22 21 11 14 8 6 1 },,32,25,61.6688,0.964375,0.982188,-0.00377668,,25,25,160,63.14,0.96,0.1804,1.94767,1.27369,{0 0 0 0 0 0 0 0 0 1 1 2 1 0 1 4 0 0 0 1 4 1 5 3 4 4 3 6 6 8 3 13 4 10 8 4 6 3 5 6 5 4 3 1 1 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3 2 1 2 1 1 1 0 0 0 0 0 0 0 0 0 1 3 0 3 5 11 15 15 10 11 13 10 13 9 4 6 5 3 3 3 1 1 3 0 0 2 },,557,557,208,63.7666,0.998205,0.18219,3.30084,7.06275,{0 1 5 8 25 59 85 138 155 251 352 380 408 433 460 480 480 554 626 609 705 786 804 919 1057 1229 1429 1769 2092 2401 2809 3150 3409 3615 3647 3543 3635 3407 3160 2912 2696 2383 2215 1927 1695 1525 1317 1223 1046 941 824 718 627 527 430 322 232 183 143 108 108 165 218 319 438 530 695 752 789 890 929 892 803 704 571 460 404 290 233 196 238 356 547 892 1283 1812 2458 3045 3630 4311 4768 5183 5468 5568 5478 5112 4585 3942 3341 2573 2076 1537 1144 780 500 339 173 114 66 34 22 10 4 1 1 },16390,,-0.020434,-0.00223835,6.59834,21761.6,757.766
,499,499,207,57.8159,0.997992,0.165188,2.67094,0.52532,{1 0 3 10 18 40 101 171 259 333 468 564 609 639 670 645 628 589 550 572 554 606 617 744 815 952 1095 1219 1325 1328 1442 1413 1431 1396 1407 1531 1558 1740 1839 1800 1831 1838 1736 1678 1387 1279 1150 941 737 534 376 229 144 66 54 44 96 107 211 343 483 729 1059 1532 2100 2863 3568 4355 4895 5444 5708 5880 5575 5293 4602 3885 3197 2556 2102 1546 1328 1208 1010 982 906 926 871 903 750 601 503 371 217 139 108 54 29 6 2 1 },,499,31,57.8079,0.982396,0.991197,-0.00131167,,499,25,54.7781,0.978997,0.989498,-0.00237093,,31,31,154,57.9516,0.966797,0.165576,1.9677,1.73863,{1 4 4 3 1 0 2 0 0 0 0 3 1 3 5 3 2 5 2 8 2 3 3 1 2 5 3 0 6 4 7 3 2 4 5 6 7 9 8 1 1 2 2 1 1 1 2 0 2 0 0 1 2 1 2 1 2 0 5 5 7 4 9 10 13 23 25 22 23 23 20 23 21 18 15 14 8 5 2 4 0 3 2 7 8 4 6 4 2 2 3 0 4 2 0 1 },,31,25,55.065,0.963398,0.981699,0.00161977,,25,25,145,52,0.96,0.148571,1.40522,0.796446,{0 1 0 1 1 0 0 0 0 0 0 1 1 3 2 4 5 4 5 3 2 4 3 2 1 1 1 1 2 2 2 3 5 9 8 10 9 8 6 2 1 4 2 4 4 1 1 0 0 0 0 0 0 0 0 0 0 1 0 2 5 3 6 6 6 9 11 11 11 22 11 18 9 8 11 6 4 6 3 1 0 1 },,555,555,208,57.5448,0.998192,0.164414,2.68992,0.777037,{2 7 17 26 68 115 195 271 374 463 589 665 717 769 772 800 782 758 732 782 786 844 865 1006 1079 1228 1356 1478 1578 1553 1672 1686 1748 1760 1795 2010 2027 2221 2396 2296 2272 2179 2033 1913 1576 1434 1286 1042 803 576 418 280 174 103 99 85 149 179 316 488 667 1001 1465 2077 2802 3757 4653 5561 6239 6860 7073 7299 6839 6451 5566 4692 3857 3026 2463 1873 1557 1382 1179 1152 1088 1109 1035 1084 899 736 614 432 263 172 122 62 36 6 3 1 },14962,,-0.0228644,-0.000740685,1.44695,10496.2,3455.56
,498,498,208,66.6003,0.997984,0.190287,3.49846,8.58256,{2 2 3 1 5 13 22 29 50 68 91 136 153 143 143 166 143 155 185 215 233 222 269 330 398 434 504 577 617 738 796 909 900 987 1158 1234 1364 1532 1503 1570 1616 1589 1561 1370 1343 1212 1170 1381 1512 1704 1996 2181 2406 2456 2590 2601 2512 2360 2187 1921 1583 1332 990 758 507 381 232 179 128 78 100 87 128 188 282 434 533 802 1138 1479 1919 2547 3083 3612 4102 4486 4626 4791 4719 4445 4122 3552 3046 2477 1884 1430 1045 720 468 281 174 110 48 41 10 1 2 2 },,498,31,66.0254,0.982392,0.991195,0.00383959,,498,25,65.0175,0.978993,0.989496,0.0247476,,31,31,165,64.9435,0.966797,0.185553,2.23602,1.6317,{1 1 0 1 0 0 0 0 2 0 0 0 0 0 2 0 1 0 2 3 2 5 2 2 1 5 1 6 4 1 3 8 6 1 3 0 2 1 4 3 2 1 3 4 2 1 9 6 13 6 13 3 17 13 21 17 13 7 14 5 9 2 1 0 0 1 0 0 0 0 0 0 0 0 2 2 3 9 8 4 8 9 8 13 14 19 19 19 22 18 16 16 11 11 5 2 1 0 0 1 },,31,25,62.685,0.963398,0.981699,0.00167331,,25,25,159,60.2167,0.96,0.172048,1.70885,1.15532,{0 0 0 1 0 2 0 0 0 1 2 1 1 1 0 0 1 2 1 0 1 0 2 0 3 2 3 1 5 6 3 4 3 2 2 2 0 0 2 2 1 0 0 2 1 1 3 1 7 2 12 13 7 13 14 16 14 4 8 5 3 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 4 6 5 6 7 5 7 10 15 11 8 9 6 4 7 1 },,554,554,209,66.3752,0.998185,0.189644,3.52622,10.1474,{3 5 6 7 14 31 41 56 81 100 119 181 192 183 181 200 192 205 245 290 300 293 364 424 548 575 659 742 803 969 1068 1167 1183 1266 1462 1526 1661 1861 1763 1841 1862 1810 1745 1543 1556 1419 1420 1699 1916 2189 2607 2884 3143 3212 3311 3368 3215 3043 2754 2381 1948 1605 1182 873 588 437 264 200 136 87 109 105 157 234 347 532 685 1010 1438 1892 2450 3160 3858 4542 5126 5585 5806 5983 5833 5412 5116 4371 3677 2933 2279 1679 1217 818 538 314 197 124 55 41 13 1 3 2 },12970,,-0.0176764,-0.0017382,1.36249,49770.8,3669.74
,500,500,214,72.154,0.998,0.206154,3.84453,77.4449,{0 0 1 1 2 10 17 36 53 88 125 148 192 182 216 230 241 256 287 334 365 389 476 510 568 613 633 673 761 692 844 952 1044 1159 1300 1340 1484 1692 1813 1928 1945 1992 2002 1893 1790 1537 1365 1136 834 718 578 530 568 670 796 987 1367 1781 2184 2467 2777 2937 2813 2562 2282 1911 1511 1239 880 705 513 365 228 160 142 79 44 29 15 2 5 0 0 1 2 6 17 35 68 130 228 371 564 802 1078 1460 1813 2248 2595 3055 3239 3510 3738 3706 3798 3415 3219 2911 2451 2131 1844 1617 1326 1003 783 587 385 258 178 98 51 19 11 3 2 },,500,32,71.5373,0.983377,0.991687,-0.00872866,,500,25,69.5742,0.979001,0.9895,0.0166332,,32,32,169,72.1694,0.96875,0.206198,2.75172,2.78498,{0 0 1 2 0 1 1 1 1 0 0 0 0 2 0 2 1 0 2 2 2 2 2 3 4 2 4 2 3 2 2 9 3 6 3 7 8 6 7 9 6 15 5 3 5 3 1 2 1 1 2 3 5 5 2 5 14 6 10 13 15 6 10 6 5 7 3 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 5 3 5 6 5 7 7 14 15 19 18 15 20 14 17 13 7 5 8 7 4 5 2 2 },,32,25,68.9125,0.964375,0.982188,0.0070789,,25,25,169,64.68,0.96,0.1848,1.77045,1.41133,{0 1 0 0 1 1 1 0 0 0 0 0 2 2 1 2 1 1 0 0 0 1 1 0 0 1 1 3 3 6 6 9 7 10 7 11 5 10 12 3 7 4 4 2 2 2 2 0 1 0 2 0 1 2 4 5 3 3 6 10 4 2 1 3 1 2 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 2 1 1 5 4 3 7 9 8 14 8 6 13 4 5 5 2 3 3 1 2 2 1 0 0 0 1 },,557,557,214,71.8508,0.998205,0.205288,3.89958,-1.#IND,{0 1 3 8 8 21 33 59 79 130 175 197 251 232 257 272 311 348 381 439 473 510 599 650 705 760 779 834 960 913 1114 1233 1399 1513 1691 1832 1978 2197 2316 2444 2438 2496 2489 2334 2135 1831 1564 1306 985 837 700 661 740 906 1076 1356 1821 2276 2772 3123 3479 3570 3374 3069 2705 2222 1766 1406 1001 791 587 427 271 197 158 94 49 38 21 2 5 1 0 1 3 6 19 43 88 155 282 468 697 974 1278 1738 2134 2656 3117 3667 3950 4282 4657 4618 4762 4306 4029 3687 3132 2727 2343 2013 1657 1277 982 722 473 309 205 108 56 24 11 4 2 },26749,,-0.0186677,-0.00217475,3.53085,36966.9,1416.09
,499,499,214,62.673,0.997992,0.179066,2.94765,51.4246,{1 1 1 1 6 4 13 20 23 36 62 103 97 97 123 99 123 140 156 168 177 233 250 316 403 495 584 769 885 1007 1136 1266 1384 1516 1585 1747 1772 1814 1772 1795 1843 1854 1832 1768 1682 1663 1693 1646 1645 1635 1645 1661 1735 1738 1706 1868 1812 1663 1562 1412 1247 1187 1075 856 685 570 457 421 393 456 556 778 1166 1541 2043 2609 3049 3609 3982 4408 4453 4589 4453 4087 3704 3170 2773 2293 1999 1669 1222 976 698 469 321 210 139 77 57 19 20 7 7 4 2 1 },,499,32,61.4487,0.983373,0.991685,-0.00445667,,499,25,63.4004,0.978997,0.989498,0.0277424,,32,32,166,60.7722,0.96875,0.173635,1.81297,1.15547,{0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 3 3 3 2 3 1 7 5 3 6 5 5 7 4 2 7 8 5 4 5 7 9 6 11 13 6 7 13 6 4 11 11 6 3 6 5 7 5 3 6 4 0 1 1 0 1 3 0 0 0 2 0 4 6 7 14 10 11 16 18 29 23 15 11 11 16 10 5 11 7 3 11 3 1 1 0 1 1 1 },,31,24,62.7625,0.964375,0.981562,0.0330039,,25,25,158,60.61,0.96,0.173171,1.782,1.12016,{0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 3 1 2 1 1 4 9 1 3 2 5 2 7 3 2 1 4 1 3 3 2 0 1 1 1 0 5 0 1 1 6 4 7 4 6 2 12 2 6 7 8 8 5 3 2 4 3 4 4 1 4 3 4 5 8 5 8 5 10 9 9 12 6 8 10 5 4 2 3 4 2 0 0 1 },,555,555,214,62.5956,0.998192,0.178845,3.01567,-1.#IND,{2 1 3 3 7 10 19 30 42 60 91 127 122 124 154 122 155 183 204 210 244 307 331 428 552 683 808 1033 1169 1341 1467 1627 1744 1882 1971 2117 2158 2152 2122 2132 2203 2246 2176 2143 2027 2042 2079 2017 1985 2027 2043 2090 2128 2141 2141 2237 2204 2010 1913 1751 1578 1443 1306 1031 847 744 581 553 499 612 773 1033 1528 1958 2591 3272 3797 4514 4936 5528 5574 5762 5504 5080 4588 3935 3425 2844 2429 1970 1498 1158 833 555 383 247 171 85 66 26 23 11 8 4 2 1 },12258,,-0.0161576,-0.00263193,3.30117,78497,1514.61
,499,499,217,64.5726,0.997992,0.184493,3.04392,31.2036,{1 0 0 6 8 6 12 24 27 64 73 73 74 112 120 135 132 141 155 172 142 164 188 199 192 228 271 316 362 412 468 606 749 881 1007 1137 1260 1444 1565 1655 1611 1600 1590 1542 1445 1232 1152 1060 1010 888 823 829 856 970 985 1163 1289 1277 1380 1404 1342 1367 1378 1410 1440 1529 1843 2149 2672 3253 3772 4244 4760 5130 5508 5464 5428 5144 4914 4564 3956 3332 2846 2270 1817 1360 977 749 497 326 214 151 112 61 39 24 9 6 4 1 1 },,499,30,64.0747,0.98142,0.990709,0.010889,,499,25,63.0317,0.978997,0.989498,0.00695994,,30,30,161,62.1815,0.964844,0.177661,2.12164,1.32009,{2 1 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 1 1 2 3 1 0 3 4 4 0 3 1 2 0 1 3 2 2 6 4 8 8 10 8 8 7 5 10 3 1 3 4 5 6 3 2 4 4 4 4 1 5 5 6 5 4 5 5 10 15 14 14 18 18 15 22 16 13 16 13 12 22 17 14 9 11 11 7 5 1 2 2 1 3 1 0 1 },,30,25,61.2525,0.962422,0.981211,-0.00236549,,25,25,161,60.6133,0.96,0.173181,1.67554,1.05056,{0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 2 0 2 0 0 1 2 0 1 2 6 2 4 1 4 0 2 5 6 7 1 4 2 1 0 2 0 2 2 3 2 3 3 7 5 5 7 7 7 10 1 3 2 5 3 3 1 0 4 4 9 9 9 8 8 12 11 15 8 8 9 11 6 7 7 9 1 3 },,554,554,217,64.3643,0.998185,0.183898,3.10066,47.533,{3 2 5 8 13 15 22 33 40 88 92 92 99 137 160 166 157 185 202 223 190 226 248 266 261 306 369 403 489 542 642 795 959 1090 1264 1433 1594 1779 1926 2051 1930 1973 1924 1849 1752 1511 1370 1310 1202 1111 1043 1063 1145 1277 1350 1503 1651 1646 1787 1830 1740 1727 1741 1784 1813 1909 2349 2699 3341 4064 4657 5268 5894 6235 6737 6689 6598 6257 6022 5507 4842 4092 3445 2810 2203 1671 1201 925 630 412 269 198 135 81 48 28 10 6 5 1 1 },8243,,-0.0162756,-0.00197497,1.27663,75767.3,3916.55
,499,499,210,54.4232,0.997992,0.155495,2.26425,2.13852,{1 1 3 3 8 19 19 27 71 94 113 169 187 220 238 248 262 306 291 309 274 298 297 358 404 418 493 544 536 612 659 703 735 805 923 923 998 1171 1305 1483 1631 1781 2085 2319 2429 2573 2772 2863 2893 3018 2925 2923 2850 3014 2846 3009 2999 3181 3192 3459 3746 4091 4202 4506 4579 4485 4332 4141 3671 3324 2864 2388 1911 1566 1140 807 603 414 270 179 117 58 37 11 9 6 1 1 0 1 },,499,30,52.5769,0.98142,0.990709,0.00545354,,499,25,52.3324,0.978997,0.989498,0.0169905,,30,30,143,50.1573,0.964844,0.143306,1.57271,0.997235,{2 0 1 0 1 1 1 0 0 0 1 2 0 1 1 4 4 0 1 2 3 4 7 3 2 2 1 2 1 3 3 0 2 0 1 5 8 5 5 8 11 13 15 13 20 28 16 23 17 11 11 10 8 10 2 2 7 8 11 6 7 12 8 18 11 13 16 13 18 18 11 9 5 4 1 1 2 },,30,25,49.3537,0.962422,0.981211,0.000880478,,25,25,140,48.4633,0.96,0.138467,1.2179,0.81315,{0 0 0 1 0 0 2 1 0 0 1 1 0 0 2 3 0 4 2 1 1 2 0 0 3 2 0 3 2 4 1 1 3 3 5 9 9 7 4 8 11 11 4 7 2 4 9 3 3 9 9 6 6 10 4 4 3 5 6 5 5 6 7 13 11 4 12 11 6 3 2 7 3 2 0 1 1 },,554,554,210,54.0122,0.998185,0.154321,2.29309,2.82724,{3 2 6 7 23 27 50 57 102 135 150 223 232 259 288 308 325 362 365 391 365 396 415 479 565 591 640 704 692 772 829 851 910 1045 1185 1209 1321 1564 1743 1959 2239 2410 2761 3048 3215 3434 3550 3646 3677 3774 3665 3627 3480 3658 3432 3608 3552 3770 3883 4132 4466 4885 5091 5455 5513 5455 5258 5109 4552 4053 3523 2879 2318 1867 1367 970 715 491 311 193 130 62 40 14 9 6 1 1 0 1 },6335,,-0.0189972,-0.0015002,1.417,33488.1,3528.57
,500,500,198,43.1454,0.998,0.123273,1.42741,-0.533484,{0 3 1 11 9 33 51 107 149 165 265 336 348 409 390 424 408 447 429 497 514 663 921 1081 1394 1804 2111 2432 2775 3069 3569 4124 4461 4882 5178 5119 4888 4645 4176 3695 2905 2227 1785 1376 1068 865 808 841 964 1047 1093 1238 1393 1449 1626 1856 2073 2261 2461 2725 2919 2974 3030 2805 2659 2275 2059 1748 1420 1214 956 772 617 449 324 191 124 74 36 22 13 10 10 2 2 1 },,500,31,40.3301,0.9824,0.991199,0.00905537,,500,25,41.0563,0.979001,0.9895,0.00451245,,31,31,132,36.7843,0.966797,0.105098,0.465383,0.245559,{1 0 2 1 0 0 7 0 5 3 5 3 2 3 7 1 5 1 8 5 4 11 13 13 15 11 11 18 17 19 12 16 11 20 17 25 16 15 7 5 10 7 3 6 0 3 0 4 1 4 1 2 3 2 3 4 6 10 8 5 1 11 4 9 3 9 10 3 13 4 8 3 0 0 0 1 },,31,25,38.2338,0.963398,0.981699,0.0142094,,25,25,120,38.5967,0.96,0.110276,0.848223,0.312853,{0 0 0 1 0 0 0 0 1 0 1 1 2 1 1 2 3 2 1 1 4 11 3 10 7 6 13 10 4 12 17 16 11 22 17 4 6 3 1 3 1 2 0 0 0 0 0 0 1 0 1 5 3 2 5 4 5 8 9 7 8 10 5 6 5 5 4 0 2 2 2 1 },,556,556,199,42.6313,0.998198,0.121804,1.41326,0.144512,{1 3 4 19 15 47 83 147 203 220 337 436 442 521 508 533 536 618 591 732 779 1016 1339 1624 1966 2430 2830 3244 3680 4093 4620 5343 5710 6111 6516 6397 5914 5551 4962 4305 3383 2556 2019 1577 1210 975 915 971 1128 1248 1314 1458 1645 1728 1989 2241 2487 2785 3059 3349 3557 3626 3663 3490 3219 2779 2496 2107 1711 1446 1150 921 724 536 384 227 142 87 42 30 18 11 11 3 2 1 },5328,,-0.0201073,-0.00289638,16.0521,24002.6,311.486
,499,499,214,66.2983,0.997992,0.189424,3.2906,-1.#IND,{1 0 1 3 6 6 5 21 23 40 41 54 56 66 83 93 102 100 104 93 135 148 145 146 180 177 243 256 292 338 392 461 504 527 640 703 865 953 993 1196 1260 1421 1691 1936 2233 2483 2742 2957 3221 3441 3557 3572 3420 3393 3195 2834 2570 2155 1905 1555 1324 1144 977 922 845 835 798 847 879 893 892 794 758 702 642 581 514 452 417 463 582 739 930 1209 1504 2025 2359 2771 3027 3354 3494 3624 3507 3346 3140 2735 2310 1919 1490 1107 772 525 387 224 112 71 35 21 8 8 2 0 1 },,499,32,64.6925,0.983373,0.991685,0.0017293,,499,25,68.6111,0.978997,0.989498,0.000878541,,32,32,170,62.8629,0.96875,0.179608,1.87038,1.67735,{0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 1 1 3 0 1 3 2 1 5 1 2 0 2 1 2 3 5 9 2 7 7 5 3 5 8 6 6 10 9 10 15 13 16 13 27 14 10 11 12 10 10 5 2 1 3 2 0 0 0 1 2 4 0 1 1 0 2 1 0 0 0 1 0 2 3 0 2 8 9 6 11 8 17 17 15 14 13 17 14 12 8 6 4 4 3 1 },,32,25,66.995,0.964375,0.982188,0.00241638,,25,25,176,70.8033,0.96,0.202295,2.06551,2.02644,{0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 3 4 1 1 1 3 1 4 1 1 2 0 0 3 3 3 2 2 4 6 2 5 7 11 4 5 3 5 4 1 3 0 3 2 3 3 2 6 8 4 4 4 3 2 3 2 5 0 2 0 0 2 0 2 0 4 4 8 12 7 10 14 7 13 7 15 13 5 8 2 2 4 3 2 },,556,556,214,66.3204,0.998198,0.189487,3.3714,-1.#IND,{1 1 4 6 7 11 16 31 39 54 53 72 68 78 96 126 139 125 134 141 168 183 199 216 242 242 314 328 378 445 505 597 667 713 848 918 1114 1226 1255 1492 1593 1804 2101 2396 2753 3072 3429 3616 3958 4255 4395 4360 4175 4095 3807 3411 3084 2598 2206 1866 1569 1349 1177 1124 1047 1045 1015 1036 1072 1121 1112 985 955 861 778 695 643 573 504 545 705 888 1113 1537 1917 2525 2993 3470 3864 4292 4433 4629 4415 4235 3936 3433 2842 2394 1850 1354 941 635 440 271 133 80 41 25 10 9 3 0 1 },14475,,-0.01539,-0.00205793,1.10847,98824.6,4510.7
,500,500,200,54.2904,0.998,0.155115,2.50993,-0.759708,{0 0 0 10 9 32 80 136 182 321 375 457 477 501 447 412 399 337 284 340 348 356 402 385 402 405 397 351 365 440 505 584 734 804 961 1074 1170 1301 1328 1444 1630 1821 2017 2369 2594 2901 3214 3370 3585 3779 3866 3919 3870 3734 3629 3589 3420 3144 2957 2622 2404 2174 2014 1901 1745 1667 1613 1553 1578 1672 1827 1934 2097 2102 2244 2124 1976 2033 1801 1616 1385 1195 960 802 594 417 295 171 134 67 42 19 7 1 1 },,500,31,54.3161,0.9824,0.991199,0.00155073,,500,25,54.4421,0.979001,0.9895,0.00631024,,31,31,152,54.1734,0.966797,0.154781,1.66133,1.17447,{1 2 2 0 1 0 1 1 0 3 5 1 0 0 0 1 2 4 2 0 2 6 1 0 1 1 3 2 2 1 2 5 9 3 6 3 7 4 4 11 6 8 6 9 15 10 6 9 10 9 8 10 15 6 20 15 12 10 9 10 12 10 6 2 4 3 2 2 11 3 14 13 8 4 15 16 7 7 15 10 7 10 7 3 2 1 },,31,25,54.4525,0.963398,0.981699,0.0075749,,25,25,146,53.9067,0.96,0.154019,1.56426,0.937871,{0 1 0 0 2 1 3 0 0 0 2 1 1 1 0 0 1 0 0 0 0 0 1 1 0 1 3 1 1 0 0 1 1 1 0 1 1 3 2 6 11 6 8 5 12 7 10 12 9 9 8 6 8 14 5 8 5 7 4 5 1 4 3 2 3 2 3 2 0 7 8 5 4 12 12 6 5 6 8 5 1 3 1 0 1 },,556,556,200,54.305,0.998198,0.155157,2.58248,-0.352524,{1 5 4 18 29 66 135 200 263 414 474 544 560 600 538 498 473 447 394 441 438 468 491 467 472 482 476 432 472 564 650 745 903 992 1192 1282 1411 1588 1626 1832 2064 2269 2608 3018 3295 3657 3983 4143 4479 4669 4751 4807 4761 4553 4412 4314 4168 3862 3588 3179 2949 2622 2429 2296 2124 1988 1925 1891 1964 2146 2353 2480 2655 2677 2835 2718 2538 2585 2333 2060 1821 1537 1220 996 712 500 348 189 147 69 44 19 7 1 1 },7099,,-0.0221334,-0.000705234,1.10182,13070.1,4537.97
,498,498,214,71.3239,0.997984,0.203783,3.766,29.2846,{2 1 3 5 2 12 20 14 21 43 65 81 108 123 118 145 131 126 117 142 167 183 174 220 226 321 326 416 460 508 558 645 689 763 789 839 872 882 1034 1020 1052 1118 1171 1198 1272 1296 1366 1405 1402 1455 1378 1406 1419 1594 1654 1856 1947 2164 2359 2725 2871 3047 3219 3299 3243 3059 3013 2575 2375 2072 1614 1326 1052 830 592 444 306 220 146 98 69 42 36 30 44 70 103 182 268 387 573 827 990 1344 1675 2043 2395 2618 2989 3038 3103 3040 2869 2777 2588 2367 2073 1705 1434 1119 851 633 486 343 251 161 105 57 31 16 4 3 2 },,498,32,70.1092,0.983369,0.991683,-0.00502327,,498,25,70.4763,0.978993,0.989496,-0.00781326,,32,32,180,69.5988,0.96875,0.198854,2.13211,2.17272,{0 1 2 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 3 1 2 2 1 5 2 2 2 4 3 0 4 5 3 4 3 7 4 2 7 1 3 5 5 7 10 1 8 1 6 2 8 5 8 9 9 15 14 8 18 15 15 18 9 14 8 6 3 4 2 3 3 1 0 0 2 0 0 0 0 0 0 1 0 0 1 2 1 2 2 5 3 3 8 6 8 8 9 8 12 10 13 19 12 14 2 6 5 5 2 1 2 1 2 0 2 },,32,25,68.7825,0.964375,0.982188,-0.0200908,,25,25,174,70.73,0.96,0.202086,2.12833,1.95368,{0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 3 3 2 2 2 4 1 1 2 3 2 1 6 2 3 4 1 4 5 3 7 1 0 3 7 4 3 1 1 0 1 2 1 2 1 3 3 5 5 9 6 9 8 7 9 6 6 4 4 3 2 0 0 2 0 0 0 0 0 0 0 0 0 0 4 0 0 1 1 1 0 3 0 2 6 9 4 8 10 6 6 10 4 6 6 4 7 2 4 4 1 2 2 0 0 1 },,555,555,216,71.1102,0.998192,0.203172,3.76682,67.0799,{2 2 9 10 10 20 39 37 48 67 94 108 133 154 138 176 158 153 158 183 225 263 244 312 351 459 460 562 633 664 722 852 878 955 1019 1078 1114 1152 1300 1316 1350 1387 1462 1503 1567 1622 1698 1723 1688 1771 1669 1722 1709 1937 1999 2253 2444 2653 2877 3308 3533 3819 4023 4116 4052 3753 3741 3232 2902 2519 1969 1626 1284 977 685 525 373 261 181 117 80 49 43 37 55 90 127 243 352 487 713 973 1198 1604 1984 2450 2881 3134 3603 3662 3767 3754 3586 3492 3291 2983 2646 2216 1812 1451 1070 822 627 444 332 216 135 72 42 24 5 3 3 },16386,,-0.0169116,-0.00184716,1.27548,62605.6,3920.1
